country_id,gender_id,age_group_id,suicides_per_100k,mhd_prevalence_percent
COG,FMLE,2,2.36,
GRC,FMLE,3,2.36,
SEN,FMLE,2,2.36,
HND,FMLE,6,2.37,
STP,BTSX,3,2.37,
TZA,FMLE,3,2.37,
SOM,FMLE,1,2.38,
HND,MLE,1,2.39,
JAM,MLE,1,2.39,
TKM,FMLE,4,2.39,
TUR,FMLE,1,2.4,
UZB,FMLE,5,2.4,
BGR,FMLE,2,2.42,
JOR,BTSX,2,2.42,
NER,FMLE,2,2.42,
BDI,FMLE,1,2.43,
LBN,FMLE,1,2.43,
LBN,FMLE,6,2.43,
SLB,FMLE,1,2.43,
TGO,FMLE,1,2.43,
TUR,FMLE,7,2.43,
GMB,FMLE,2,2.45,
OMN,FMLE,7,2.45,
MDA,FMLE,1,2.45,
SSD,BTSX,1,2.45,
IRN,FMLE,6,2.46,
ISR,FMLE,4,2.46,
STP,MLE,1,2.46,
GAB,FMLE,3,2.47,
HRV,FMLE,1,2.48,
TUN,FMLE,6,2.48,
TTO,FMLE,4,2.49,
VEN,BTSX,3,2.49,
HRV,FMLE,2,2.5,
GRC,FMLE,6,2.5,
ERI,FMLE,2,2.51,
IRQ,FMLE,1,2.51,
JAM,FMLE,7,2.52,
PNG,FMLE,4,2.52,
PER,FMLE,7,2.52,
CYP,FMLE,7,2.53,
PER,FMLE,1,2.54,
BHS,FMLE,2,2.56,
LBN,FMLE,2,2.56,
MMR,FMLE,6,2.56,
SRB,FMLE,2,2.56,
DZA,FMLE,1,2.57,
IDN,BTSX,1,2.57,
VCT,MLE,1,2.57,
MRT,MLE,1,2.58,
ECU,FMLE,4,2.61,
VEN,BTSX,2,2.61,
MDV,FMLE,7,2.62,
TTO,FMLE,6,2.62,
CRI,FMLE,1,2.63,
CIV,FMLE,2,2.63,
DNK,FMLE,1,2.63,
PHL,BTSX,4,2.63,
QAT,FMLE,3,2.63,
ECU,FMLE,5,2.64,
LCA,FMLE,7,2.64,
DZA,BTSX,4,2.65,
CRI,FMLE,3,2.66,
JOR,BTSX,3,2.66,
SRB,BTSX,1,2.66,
CUB,FMLE,2,2.67,
DEU,FMLE,1,2.67,
JOR,BTSX,4,2.67,
MEX,FMLE,7,2.67,
PHL,FMLE,6,2.67,
LCA,FMLE,6,2.67,
TUN,FMLE,2,2.67,
AGO,FMLE,3,2.68,
AUT,FMLE,2,2.68,
BRA,FMLE,2,2.68,
ITA,BTSX,1,2.68,
MDG,FMLE,2,2.68,
OMN,FMLE,8,2.68,
PRY,FMLE,7,2.68,
BHR,FMLE,3,2.69,
CHL,FMLE,6,2.69,
KGZ,FMLE,2,2.69,
PAN,FMLE,8,2.69,
AUT,FMLE,1,2.7,
BHR,FMLE,1,2.7,
BDI,FMLE,2,2.7,
MLT,FMLE,5,2.7,
GTM,FMLE,6,2.71,
RWA,FMLE,3,2.71,
ESP,BTSX,1,2.71,
GRC,FMLE,4,2.72,
IDN,BTSX,3,2.72,
PHL,BTSX,3,2.72,
PHL,MLE,1,2.72,
THA,FMLE,2,2.72,
ALB,BTSX,2,2.73,
ISR,FMLE,2,2.73,
PNG,FMLE,3,2.73,
POL,FMLE,3,2.73,
ETH,FMLE,3,2.74,
SYR,BTSX,4,2.74,
CHN,FMLE,1,2.76,
MLT,FMLE,4,2.76,
MEX,FMLE,3,2.76,
PAN,BTSX,3,2.76,
STP,FMLE,5,2.76,
VEN,BTSX,5,2.76,
DZA,BTSX,6,2.77,
EGY,FMLE,3,2.78,
IRL,FMLE,1,2.78,
SVN,FMLE,1,2.78,
VEN,BTSX,1,2.78,
CMR,FMLE,1,2.79,
JOR,BTSX,5,2.79,
NGA,MLE,1,2.79,
PRT,FMLE,2,2.79,
GBR,FMLE,1,2.79,
GTM,FMLE,2,2.8,
TUR,BTSX,2,2.8,
CYP,BTSX,2,2.81,
MDV,MLE,3,2.81,
SLB,FMLE,2,2.81,
BIH,FMLE,2,2.82,
EGY,FMLE,2,2.82,
GTM,FMLE,7,2.82,
ITA,FMLE,3,2.82,
TLS,FMLE,4,2.82,
MDA,FMLE,2,2.83,
SYR,BTSX,3,2.83,
TON,FMLE,4,2.83,
NPL,FMLE,1,2.84,
PHL,BTSX,5,2.84,
SYR,BTSX,5,2.84,
BEN,FMLE,1,2.86,
DOM,FMLE,5,2.86,
LBN,FMLE,7,2.86,
ROU,FMLE,3,2.86,
TUR,BTSX,1,2.86,
BTN,BTSX,1,2.87,
BRA,FMLE,1,2.87,
BFA,FMLE,1,2.87,
IDN,BTSX,2,2.87,
ETH,BTSX,1,2.88,
MLI,BTSX,1,2.89,
ARG,FMLE,6,2.91,
COD,FMLE,3,2.91,
ARE,FMLE,4,2.91,
LBR,BTSX,1,2.92,
BLZ,FMLE,5,2.93,
BTN,FMLE,3,2.93,
LBY,FMLE,1,2.93,
PRT,BTSX,1,2.93,
CHE,FMLE,1,2.93,
BGD,FMLE,1,2.94,
ECU,FMLE,3,2.94,
TUR,BTSX,5,2.94,
IRN,FMLE,3,2.95,
MRT,BTSX,2,2.95,
SYR,BTSX,2,2.95,
IDN,FMLE,6,2.96,
MKD,BTSX,1,2.96,
SAU,FMLE,2,2.96,
DZA,FMLE,2,2.97,
EGY,FMLE,5,2.98,
MEX,FMLE,2,2.98,
PNG,BTSX,1,2.98,
SDN,FMLE,5,2.98,
MUS,FMLE,3,2.99,
JPN,BTSX,8,20.0,
SYC,MLE,2,20.01,
HND,MLE,7,20.02,
FRA,BTSX,5,20.04,
LUX,BTSX,8,20.04,
HRV,FMLE,7,20.05,
GBR,MLE,4,20.06,
GUY,FMLE,4,20.07,
ZAF,BTSX,7,20.08,
KGZ,MLE,6,20.09,
MNG,BTSX,1,20.1,
GIN,FMLE,5,20.11,
ZAF,MLE,1,20.11,
MKD,MLE,4,20.12,
CIV,FMLE,6,20.13,
CHL,MLE,6,20.15,
CAN,MLE,3,20.16,
MAR,MLE,7,20.16,
SUR,FMLE,2,20.16,
MKD,BTSX,6,20.17,
SRB,MLE,4,20.18,
TCD,FMLE,5,20.2,
NPL,MLE,1,20.21,
CZE,MLE,3,20.22,
JPN,BTSX,4,20.27,
MKD,MLE,5,20.34,
TKM,BTSX,8,20.34,
DOM,MLE,6,20.39,
CAF,FMLE,4,20.4,
GNQ,FMLE,6,20.4,
GUY,FMLE,2,20.4,
MUS,MLE,4,20.4,
MNE,MLE,2,20.41,
NPL,MLE,2,20.41,
RWA,FMLE,6,20.41,
ZWE,FMLE,3,20.44,
KGZ,MLE,4,20.45,
BEL,FMLE,4,20.46,
ALB,FMLE,8,20.48,
AGO,BTSX,4,20.49,
AUT,MLE,3,20.53,
TCD,BTSX,4,20.55,
LCA,MLE,5,20.55,
IND,MLE,4,20.56,
BIH,MLE,4,20.57,
CRI,MLE,4,20.61,
SUR,FMLE,6,20.62,
IND,FMLE,7,20.65,
MYS,BTSX,7,20.65,
MDA,MLE,2,20.67,
LCA,BTSX,7,20.68,
COM,FMLE,6,20.7,
NER,MLE,4,20.71,
KAZ,BTSX,2,20.72,
JPN,BTSX,7,20.73,
ARE,FMLE,8,20.73,
BEL,BTSX,3,20.74,
SOM,FMLE,5,20.74,
NOR,MLE,7,20.76,
SLE,FMLE,5,20.76,
BEL,MLE,2,20.78,
KHM,MLE,7,20.81,
IND,MLE,6,20.81,
UKR,MLE,1,20.83,
FIN,MLE,1,20.85,
ZWE,MLE,2,20.87,
BTN,FMLE,8,20.89,
SOM,MLE,3,20.9,
AUS,MLE,7,20.93,
URY,BTSX,1,20.93,
MUS,MLE,6,20.98,
FIN,BTSX,2,20.99,
SLE,MLE,8,200.7,
NGA,BTSX,8,201.1,
LSO,BTSX,4,201.6,
SSD,MLE,8,201.6,
SEN,BTSX,8,205.0,
GNQ,BTSX,8,205.1,
TLS,MLE,7,21.0,
IND,MLE,5,21.01,
PRK,FMLE,7,21.02,
CHE,BTSX,5,21.03,
NPL,BTSX,7,21.06,
FSM,FMLE,7,21.07,
CAN,MLE,7,21.08,
HUN,BTSX,4,21.08,
ETH,BTSX,5,21.09,
IND,MLE,2,21.11,
LKA,MLE,3,21.11,
GEO,MLE,4,21.12,
NPL,MLE,3,21.12,
FRA,MLE,3,21.14,
FSM,FMLE,2,21.14,
CHE,BTSX,6,21.15,
GNQ,MLE,4,21.16,
HTI,BTSX,7,21.16,
KAZ,FMLE,7,21.16,
THA,MLE,3,21.17,
MDV,MLE,7,21.18,
POL,MLE,2,21.18,
ISL,MLE,6,21.19,
ARG,MLE,6,21.2,
SVK,MLE,3,21.2,
EST,MLE,1,21.22,
IRL,MLE,3,21.24,
USA,BTSX,5,21.27,
CZE,BTSX,8,21.28,
CZE,MLE,4,21.31,
HRV,BTSX,4,21.32,
CIV,MLE,3,21.33,
IRL,MLE,5,21.33,
KGZ,FMLE,8,21.35,
BGR,MLE,5,21.36,
POL,MLE,3,21.4,
KIR,FMLE,8,21.42,
VNM,BTSX,8,21.44,
LVA,BTSX,6,21.48,
AFG,FMLE,8,21.49,
DNK,MLE,4,21.5,
RWA,BTSX,5,21.54,
ZAF,BTSX,5,21.54,
VNM,MLE,5,21.54,
CAF,BTSX,3,21.56,
LTU,MLE,1,21.57,
CHL,MLE,5,21.6,
KHM,BTSX,8,21.62,
COD,FMLE,6,21.66,
DNK,MLE,6,21.66,
MDG,BTSX,5,21.7,
RWA,MLE,4,21.71,
EST,BTSX,7,21.83,
HUN,MLE,3,21.83,
NZL,MLE,3,21.87,
TUN,MLE,8,21.91,
LKA,BTSX,5,21.93,
BFA,BTSX,4,21.95,
EST,MLE,3,21.95,
TGO,MLE,3,21.95,
DEU,MLE,4,21.96,
MUS,MLE,1,21.97,
SUR,FMLE,7,21.97,
KHM,MLE,6,21.98,
DJI,MLE,8,210.1,
LSO,MLE,6,210.6,
CMR,BTSX,8,212.8,
CPV,MLE,8,214.2,
VUT,MLE,8,215.0,
ETH,MLE,8,217.6,
BFA,BTSX,8,218.2,
ROU,BTSX,8,22.02,
MLI,MLE,5,22.03,
KWT,BTSX,8,22.04,
NZL,MLE,5,22.04,
BRA,MLE,7,22.05,
WSM,FMLE,8,22.05,
TJK,FMLE,8,22.12,
CAN,MLE,5,22.17,
AUS,MLE,2,22.18,
VUT,BTSX,5,22.19,
LVA,BTSX,2,22.22,
BEL,BTSX,6,22.25,
IND,MLE,3,22.26,
QAT,BTSX,8,22.26,
WSM,MLE,6,22.26,
SEN,FMLE,6,22.28,
COM,MLE,5,22.29,
KAZ,BTSX,5,22.29,
USA,MLE,1,22.34,
BOL,MLE,5,22.36,
KOR,BTSX,2,22.4,
DNK,MLE,5,22.42,
EST,MLE,4,22.47,
FSM,FMLE,1,22.48,
SWZ,FMLE,7,22.51,
NZL,MLE,4,22.53,
PRK,BTSX,6,22.64,
HUN,FMLE,8,22.65,
ITA,MLE,7,22.67,
JPN,MLE,6,22.72,
THA,MLE,7,22.74,
CHN,MLE,6,22.77,
MYS,MLE,6,22.82,
ALB,BTSX,8,22.84,
DJI,FMLE,6,22.87,
VNM,BTSX,6,22.88,
SLV,MLE,3,22.93,
CAN,MLE,4,22.97,
SWE,MLE,4,22.98,
TGO,BTSX,8,220.9,
BWA,MLE,8,222.6,
LSO,MLE,7,228.7,
BLZ,BTSX,8,23.05,
CIV,BTSX,4,23.05,
IRQ,BTSX,8,23.08,
URY,BTSX,4,23.12,
BLZ,MLE,6,23.13,
CHL,MLE,4,23.13,
MUS,MLE,3,23.15,
IDN,BTSX,8,23.17,
MNG,BTSX,4,23.17,
SEN,MLE,4,23.17,
KAZ,MLE,1,23.22,
DEU,MLE,5,23.23,
PNG,MLE,8,23.24,
JPN,MLE,3,23.27,
WSM,BTSX,2,23.27,
NOR,MLE,4,23.28,
CUB,BTSX,5,23.35,
SWE,MLE,3,23.37,
JPN,MLE,2,23.38,
ERI,FMLE,5,23.39,
PRT,MLE,4,23.41,
KGZ,MLE,3,23.43,
AGO,FMLE,7,23.49,
GAB,FMLE,7,23.53,
GMB,BTSX,5,23.57,
FSM,BTSX,4,23.6,
ETH,FMLE,6,23.62,
SWE,MLE,6,23.64,
VUT,BTSX,6,23.64,
BGR,BTSX,7,23.67,
MRT,BTSX,6,23.67,
NZL,MLE,2,23.68,
SOM,BTSX,4,23.69,
BIH,MLE,5,23.73,
TGO,FMLE,6,23.73,
NLD,MLE,5,23.77,
UKR,BTSX,2,23.77,
KEN,BTSX,5,23.78,
NER,BTSX,5,23.78,
BIH,BTSX,7,23.79,
SRB,MLE,5,23.8,
KIR,BTSX,6,23.82,
BEN,FMLE,6,23.83,
PRT,MLE,5,23.83,
USA,BTSX,2,23.84,
NLD,MLE,4,23.85,
BDI,FMLE,6,23.86,
HUN,BTSX,6,23.91,
COG,FMLE,6,23.93,
AZE,BTSX,8,23.97,
BEN,MLE,8,236.5,
DJI,BTSX,5,24.01,
NOR,MLE,5,24.01,
URY,BTSX,3,24.01,
PRK,MLE,5,24.03,
DJI,MLE,4,24.03,
ISL,MLE,1,24.06,
FRA,MLE,6,24.07,
MDA,BTSX,4,24.08,
KAZ,BTSX,6,24.11,
SSD,FMLE,7,24.12,
GHA,BTSX,5,24.16,
SDN,MLE,8,24.21,
SLB,BTSX,1,24.22,
CHE,MLE,4,24.24,
DNK,BTSX,7,24.28,
HTI,MLE,3,24.28,
BWA,FMLE,7,24.29,
WSM,BTSX,1,24.29,
CMR,MLE,3,24.3,
ZWE,FMLE,5,24.31,
SLE,MLE,4,24.32,
MLI,FMLE,6,24.33,
SYC,MLE,6,24.35,
SWE,BTSX,8,24.37,
EST,BTSX,6,24.39,
VNM,BTSX,7,24.44,
AFG,BTSX,8,24.46,
LVA,BTSX,3,24.46,
EST,BTSX,5,24.49,
TGO,BTSX,4,24.5,
SVN,BTSX,4,24.57,
LUX,BTSX,7,24.62,
HRV,BTSX,6,24.63,
MUS,MLE,2,24.66,
MMR,MLE,8,24.7,
DEU,MLE,6,24.72,
LAO,BTSX,8,24.72,
UKR,BTSX,5,24.72,
LCA,MLE,6,24.74,
MNG,MLE,6,24.75,
KIR,BTSX,4,24.79,
AUS,MLE,5,24.8,
SVN,MLE,3,24.89,
BHS,MLE,8,24.91,
COG,MLE,4,24.99,
BDI,MLE,8,243.8,
MOZ,BTSX,8,246.1,
HTI,MLE,4,25.03,
POL,MLE,7,25.06,
DOM,MLE,7,25.07,
HRV,BTSX,5,25.1,
FJI,FMLE,8,25.12,
UKR,BTSX,6,25.14,
MOZ,FMLE,6,25.22,
MOZ,BTSX,3,25.23,
LBR,FMLE,6,25.25,
COD,FMLE,7,25.28,
SEN,BTSX,5,25.28,
HRV,FMLE,8,25.33,
ROU,MLE,4,25.36,
UZB,MLE,8,25.36,
SVN,MLE,2,25.38,
MKD,BTSX,7,25.43,
MWI,BTSX,5,25.45,
GUY,FMLE,3,25.46,
NOR,MLE,8,25.5,
BTN,BTSX,7,25.52,
SVN,BTSX,5,25.53,
BLR,BTSX,3,25.56,
KIR,BTSX,5,25.56,
POL,MLE,6,25.56,
FJI,MLE,7,25.57,
LVA,BTSX,8,25.59,
CAN,MLE,2,25.62,
AUT,MLE,5,25.64,
MNE,BTSX,4,25.65,
ZWE,FMLE,4,25.68,
ISL,MLE,4,25.72,
UGA,FMLE,7,25.72,
SUR,BTSX,3,25.75,
MWI,MLE,4,25.76,
SVK,BTSX,8,25.85,
MDG,FMLE,7,25.9,
WSM,MLE,7,25.9,
UGA,BTSX,5,25.92,
NGA,FMLE,7,25.97,
FSM,BTSX,5,25.98,
SLB,BTSX,3,25.99,
TZA,FMLE,7,25.99,
NER,MLE,8,251.6,
LSO,MLE,5,254.7,
SOM,MLE,8,258.5,
KAZ,MLE,8,259.7,
CUB,MLE,4,26.0,
ALB,MLE,8,26.04,
BWA,MLE,2,26.04,
KOR,MLE,2,26.07,
UGA,MLE,4,26.08,
COL,MLE,8,26.12,
PRT,MLE,6,26.12,
GNB,MLE,4,26.15,
GNB,FMLE,6,26.16,
SLE,BTSX,5,26.16,
ECU,MLE,8,26.21,
SWE,MLE,5,26.21,
ISL,MLE,2,26.24,
FSM,BTSX,6,26.29,
AUS,MLE,3,26.32,
FIN,MLE,4,26.32,
GEO,MLE,5,26.32,
POL,MLE,4,26.34,
CMR,BTSX,4,26.37,
PAK,MLE,2,26.41,
LTU,BTSX,2,26.45,
NAM,BTSX,5,26.47,
MRT,FMLE,7,26.49,
DEU,BTSX,7,26.5,
MNE,FMLE,7,26.5,
GNQ,FMLE,7,26.55,
MWI,FMLE,7,26.55,
URY,BTSX,2,26.62,
GHA,FMLE,8,26.63,
KIR,BTSX,7,26.65,
LVA,BTSX,5,26.71,
GEO,MLE,6,26.75,
FIN,MLE,3,26.76,
TTO,MLE,8,26.78,
KAZ,BTSX,4,26.79,
MNG,BTSX,8,26.81,
ZMB,FMLE,7,26.81,
MYS,FMLE,8,26.83,
ZMB,BTSX,4,26.83,
NZL,MLE,8,26.84,
RUS,BTSX,2,26.86,
ZWE,BTSX,3,26.88,
JPN,MLE,5,26.89,
PRT,BTSX,7,26.89,
SRB,MLE,6,26.91,
BFA,FMLE,6,26.92,
LVA,BTSX,7,26.93,
PRK,BTSX,7,26.97,
ISL,MLE,3,26.97,
GIN,MLE,8,261.1,
HTI,MLE,5,27.01,
FIN,MLE,6,27.03,
MDA,BTSX,5,27.04,
LUX,MLE,6,27.12,
GMB,FMLE,6,27.15,
AUS,MLE,8,27.16,
COM,BTSX,6,27.18,
KEN,FMLE,7,27.26,
ROU,MLE,5,27.27,
CUB,BTSX,6,27.28,
CAF,FMLE,5,27.29,
SSD,BTSX,6,27.3,
CAN,MLE,8,27.32,
CZE,MLE,5,27.32,
ERI,MLE,3,27.34,
ZMB,MLE,3,27.35,
CYP,MLE,8,27.36,
BGR,MLE,6,27.38,
ROU,MLE,6,27.41,
SLV,MLE,8,27.44,
IND,BTSX,7,27.48,
MDV,BTSX,8,27.51,
AUT,MLE,4,27.58,
SWE,MLE,2,27.58,
MNE,MLE,3,27.65,
BLZ,MLE,2,27.69,
AUS,MLE,4,27.7,
IRL,MLE,4,27.7,
NER,FMLE,6,27.7,
GIN,BTSX,5,27.72,
RUS,BTSX,6,27.77,
FSM,BTSX,7,27.8,
TZA,MLE,5,27.83,
CPV,FMLE,7,27.86,
NAM,BTSX,6,27.88,
ARM,BTSX,8,27.89,
WSM,MLE,3,27.94,
CIV,BTSX,8,279.9,
KGZ,MLE,7,28.0,
ESP,MLE,7,28.01,
GAB,MLE,4,28.02,
CPV,MLE,3,28.03,
FIN,MLE,5,28.09,
SLB,MLE,6,28.13,
SLB,MLE,5,28.17,
SOM,FMLE,6,28.17,
RUS,MLE,1,28.18,
MNG,MLE,5,28.22,
FRA,BTSX,8,28.24,
RUS,BTSX,5,28.27,
CIV,FMLE,7,28.35,
MDA,MLE,3,28.36,
UKR,FMLE,8,28.38,
USA,MLE,6,28.43,
BLR,FMLE,8,28.45,
MAR,BTSX,8,28.45,
BOL,MLE,6,28.46,
TJK,BTSX,8,28.46,
BEL,BTSX,4,28.48,
BEN,BTSX,5,28.54,
THA,MLE,2,28.55,
AFG,MLE,8,28.6,
FRA,BTSX,7,28.63,
HUN,BTSX,5,28.63,
ZAF,MLE,6,28.66,
CMR,FMLE,6,28.67,
BEL,BTSX,5,28.69,
SWE,MLE,7,28.69,
JPN,MLE,4,28.71,
BRN,MLE,7,28.73,
COG,FMLE,7,28.74,
CPV,BTSX,4,28.84,
VUT,BTSX,3,28.84,
LVA,BTSX,4,28.85,
ROU,MLE,7,28.87,
PAK,BTSX,8,28.89,
USA,MLE,4,28.89,
KOR,MLE,8,289.3,
GNB,MLE,8,289.7,
URY,BTSX,5,29.02,
USA,MLE,3,29.04,
NPL,MLE,4,29.05,
NAM,BTSX,4,29.07,
KEN,MLE,4,29.08,
VUT,BTSX,7,29.2,
LUX,MLE,5,29.24,
MYS,MLE,7,29.31,
BDI,MLE,4,29.32,
LBR,BTSX,6,29.36,
NLD,MLE,8,29.36,
BOL,MLE,7,29.41,
KOR,BTSX,3,29.45,
COM,FMLE,7,29.48,
MLI,BTSX,6,29.48,
HND,MLE,8,29.55,
MUS,MLE,8,29.57,
ERI,BTSX,4,29.58,
GIN,FMLE,6,29.62,
NGA,BTSX,6,29.62,
LKA,MLE,4,29.65,
GIN,MLE,4,29.68,
BEL,BTSX,7,29.72,
VUT,MLE,4,29.74,
SUR,BTSX,4,29.76,
MNG,MLE,7,29.8,
CAF,FMLE,6,29.82,
KGZ,BTSX,8,29.83,
NER,MLE,5,29.86,
QAT,MLE,8,29.88,
MRT,MLE,6,29.92,
URY,BTSX,6,29.96,
LTU,BTSX,3,29.97,
BLR,MLE,2,29.99,
GMB,MLE,8,292.1,
ERI,MLE,8,292.4,
LSO,MLE,3,294.1,
SUR,MLE,8,298.0,
SLV,FMLE,2,3.0,
JAM,BTSX,2,3.0,
KEN,BTSX,1,3.0,
MYS,FMLE,4,3.0,
TUN,FMLE,3,3.0,
DZA,FMLE,7,3.01,
BRN,BTSX,4,3.01,
NPL,FMLE,2,3.01,
PHL,BTSX,2,3.01,
THA,FMLE,3,3.01,
TKM,FMLE,2,3.01,
DZA,FMLE,3,3.02,
SLB,FMLE,3,3.02,
TON,FMLE,3,3.02,
VNM,FMLE,3,3.02,
GRC,FMLE,5,3.03,
IRQ,FMLE,2,3.03,
QAT,BTSX,5,3.03,
SAU,FMLE,4,3.03,
PRY,FMLE,5,3.04,
QAT,FMLE,2,3.04,
TLS,FMLE,1,3.04,
BGD,FMLE,7,3.05,
GIN,FMLE,1,3.05,
SLE,FMLE,1,3.05,
BLZ,FMLE,2,3.06,
ISR,FMLE,5,3.06,
VCT,BTSX,7,3.06,
ISR,FMLE,3,3.08,
CYP,BTSX,6,3.09,
HND,MLE,2,3.09,
HUN,FMLE,2,3.09,
PRY,FMLE,3,3.09,
SYR,BTSX,6,3.09,
LBN,BTSX,4,3.1,
KHM,FMLE,3,3.11,
CRI,FMLE,2,3.11,
IRQ,FMLE,3,3.11,
IRQ,FMLE,5,3.11,
MLT,FMLE,2,3.11,
VNM,FMLE,1,3.11,
EGY,FMLE,1,3.12,
IDN,BTSX,4,3.12,
KHM,FMLE,1,3.13,
CHN,FMLE,2,3.13,
DEU,FMLE,2,3.13,
IRQ,FMLE,6,3.13,
PRY,FMLE,2,3.14,
QAT,FMLE,6,3.14,
MDV,BTSX,5,3.15,
SLB,FMLE,4,3.15,
KHM,FMLE,2,3.16,
MUS,FMLE,4,3.16,
NGA,BTSX,2,3.16,
TUR,BTSX,4,3.16,
ECU,FMLE,7,3.18,
TUR,BTSX,3,3.18,
JAM,FMLE,8,3.19,
MDV,BTSX,1,3.19,
NER,FMLE,3,3.19,
TON,FMLE,2,3.19,
DNK,FMLE,2,3.2,
COM,FMLE,2,3.21,
IRN,FMLE,7,3.21,
ARG,FMLE,7,3.22,
COL,FMLE,1,3.22,
ISR,BTSX,1,3.22,
SOM,FMLE,2,3.22,
ARM,BTSX,3,3.23,
TCD,FMLE,3,3.23,
GNQ,FMLE,1,3.23,
LBY,FMLE,5,3.23,
PER,BTSX,1,3.23,
STP,BTSX,4,3.23,
SYR,FMLE,8,3.23,
TJK,FMLE,4,3.23,
TUN,FMLE,7,3.23,
CRI,FMLE,4,3.24,
LBR,FMLE,3,3.24,
NER,BTSX,1,3.24,
VNM,FMLE,2,3.24,
DZA,MLE,5,3.25,
OMN,BTSX,4,3.25,
TUN,BTSX,4,3.25,
AFG,FMLE,1,3.26,
GRC,BTSX,2,3.27,
LBY,FMLE,7,3.27,
TZA,BTSX,1,3.27,
ECU,FMLE,6,3.28,
MMR,FMLE,7,3.28,
PER,BTSX,4,3.28,
UZB,FMLE,4,3.28,
CIV,FMLE,3,3.29,
MLI,FMLE,3,3.29,
PAN,BTSX,1,3.29,
BEN,FMLE,2,3.3,
OMN,BTSX,5,3.3,
TUR,MLE,1,3.3,
UKR,FMLE,1,3.3,
BEL,FMLE,1,3.31,
GMB,FMLE,3,3.31,
MMR,BTSX,4,3.31,
PAN,BTSX,4,3.31,
DZA,BTSX,1,3.32,
KWT,MLE,1,3.32,
GRC,MLE,1,3.33,
NZL,FMLE,8,3.33,
LBN,BTSX,3,3.34,
MLT,BTSX,6,3.34,
PER,FMLE,8,3.34,
BHS,BTSX,1,3.35,
